PN,DESCRIPTION,COMPONENT PN,CERTIFICATE,QTY,Owner
ABS-4063P,Battery Pack,,,30,HZ
2206400-2,ACM,,,1,HZ
2206400-2,ACM,,,1,HZ
102AH2AG,总温探头,,,1,HZ
7121-19971-01AB,Pressure Controller PDU（压力控制器）,,,1,HZ
63169,PTU,,,1,HZ
2612312-1,刹车,,,1,HZ
1097-1AA,观察员座椅,,,1,HZ
822-0372-445,大气数据计算机,,,1,HZ
1095999-1,CONTACTOR-3PDT 100A,,,1,HZ
1095999-1,CONTACTOR-3PDT 100A,,,1,HZ
980-6022-011,RECORDER  VOICE,,,1,HZ
965-1690-055,近地警告计算机,,,1,HZ
158300-101,自动驾驶作动器,,,1,HZ
622-5002-207,无线电磁指示器,,,1,HZ
622-5002-207,无线电磁指示器,,,1,HZ
214W3220-3067,DUCT ASSY,,,1,HZ
529-70,LIGHT NAVIGATION,,,1,HZ
0129T2,SENSOR-OAT,,,3,HZ
LA2E90606HM0100,ECAM CONTROL PANEL,,,1,HZ
D5746091000200,SLAT ASSY-NO 1,,,1,HZ
31073-110,AILERON # AILERON SERVO CONTROL (BL/GR),,,1,HZ
100-3020-400,RIPS BATTERY,,,1,HZ
1-1-09-0782,管子,,,1,HZ
LA2E90707HM0100,ECAM CONTROL PANEL,,,1,HZ
TAAI3-998212-02,COVER SEAT BACK SECOND PILOT,,,1,HZ
CH53571-1,"LEAD, IGNITION",,,5,HZ
4101415,冷却风扇,,,1,HZ
828300-11,燃油泵,,,1,HZ
965-0976-003-206-206,CONTROL UNIT,,,1,HZ
1519M83P19,CONTROL UNIT ELECTRONIC (ECU),,,1,HZ
763A0000-03,TEMP SENSOR,,,1,HZ
6740B050000,VALVE OVERPRESSURE,,,1,HZ
D31516-617,ESCAPE SLIDE,,,1,HZ
757A0000-10,ACM空气循环机,,,1,HZ
251A2160-2,副翼升降舵机组,,,1,HZ
3215618-5,valve,,,1,HZ
2612312-1,刹车,,,1,HZ
2612312-1,刹车,,,1,HZ
2612312-1,刹车,,,1,HZ
2612312-1,刹车,,,1,HZ
2612312-1,刹车,,,1,HZ
396442-1,VALVE,,,1,HZ
396442-1,VALVE,,,1,HZ
396442-1,VALVE,,,1,HZ
396442-1,VALVE,,,1,HZ
396442-1,VALVE,,,1,HZ
397868-1-1,VALVE,,,1,HZ
397868-1-1,VALVE,,,1,HZ
65-44561-15,ACTUATOR,,,1,HZ
65-44810-6,ACTUATOR,,,1,HZ
R0425A113RB7,LIFE RAFT,,,1,HZ
R0425A113RB7,LIFE RAFT,,,1,HZ
2-1693-1,刹车,,,1,HZ
2-1693-1,刹车,,,1,HZ
2-1693,刹车,,,1,HZ
398908-5,温控活门,,,1,HZ
381800-1005,前缘缝翼作动筒,,,1,HZ
381800-1005,前缘缝翼作动筒,,,1,HZ
284A1801-3,雷达罩,,,1,HZ
70723291-1,"BLADE, TURBINE ROTOR, FIRST STAGE",,,36,HZ
320553,LUG,233A2221-17,OEM COC,20,HX
40-621-559-75,LAMP,1407KID-02-03,EASA,5,HX
4091507-400,IC,4082499-903,FAA,3,HX
9MK408481-00,SOCKET,8ES403703-02,EASA,6,HX
BACC63EEA05SN,"Plug, 5 Pin, White",9600-58-0000,OEM COC,1,HX
CS-800-09,software,4323500-00-6600,EASA,1,HX
DSXE1PS33C4S0001,CONNECTOR (J1),83000-27901,FAA,1,HX
HI1-201HS-2,IC,822-1710-001,Confirm When Quote,6,HX
177444,"COUPLER,OPTO(ESDS)",K217ABM11,Confirm When Quote,2,HX
414456,FIXTURE,4197-20-04,EASA,3,HX
542976,ND MODE SWITCH ROTARY,K217ABM11,Confirm When Quote,2,HX
603527,按钮,K217ABM11,Confirm When Quote,2,HX
614788,IC,065-50000-0509,OEM COC,1,HX
622545,MICROCIRCUIT HYBRID,C12850AC03,OEM COC,2,HX
631378,CAPACITOR,1982660109,OEM COC,20,HX
1034568,TRANSISTOR,835677,Confirm When Quote,3,HX
1034568,TRANSISTOR,835677,Confirm When Quote,5,HX
000-130-034,FILTER,622-2878-002,FAA,5,HX
000-130-049,FILTER,622-2878-002,FAA,5,HX
001-9007-001,SOCKET,1151952-14,OEM COC,2,HX
0023.558-217,WASHER,TP3100-2A,OEM COC,2,HX
002-5142-000,SHAFT & BUSHING ASSY,60B50058-6,Confirm When Quote,1,HX
005-02040-0020,O RING,,FAA,1,HX
005-02043-0001,IC,617-6231-001,FAA,8,HX
005-3000-350,MICROWAVE SOLDER,,Confirm When Quote,2,HX
005-3000-350,MICROWAVE SOLDER,,OEM COC,1,HX
612398,MICROCIRCUIT FEPROM,C12850AC02,Confirm When Quote,17,HX
006-1294-100,SCREWDRIVER,822-0334-002,OEM COC,1,HX
007-00026-0003,TRANSISTOR,,FAA,5,HX
007-00065-0001,TRANSISTOR,066-01127-1101,FAA,2,HX
007-00208-0000,TRANSISTOR,066-3044-01,FAA,4,HX
007-00382-0002,TRANSISTOR,,FAA,1,HX
007-00427-0005,TRANSISTOR,,Confirm When Quote,1,HX
007-00450-0000,XSTR HF MATCH PAIR,064-1017-02,FAA,1,HX
007-00539-0000,TRANSISTOR,066-1062-00,FAA,2,HX
007-00907-0000,XSTR,,FAA,1,HX
007-00947-0001,TRANSISTOR,066-01127-1602,FAA,2,HX
007-00947-0001,TRANSISTOR,066-01127-1602,FAA,1,HX
007-00947-0002,TRANSISTOR,066-1093-10,FAA,1,HX
007-01087-0001,TRANSISTOR,964-0452-011,FAA,4,HX
007-05039-0000,DIODE,10080-0201,FAA,4,HX
007-06016-0000,DIODE,019-1825-102,FAA,3,HX
007-06029-0000,DIODE,064-1023-02,FAA,3,HX
007-06085-0000,DIODE,,FAA,1,HX
007-06091-0002,DIODE,065-0114-02,Confirm When Quote,1,HX
007-06140-0000,DIODE,066-1093-30,FAA,2,HX
007-06141-0005,DIODE,066-1093-30,FAA,2,HX
007-06254-0000,DIO C HP-2800,066-50000-2220,FAA,1,HX
007-06383-0001,LED,622-7878-201,Confirm When Quote,2,HX
007-06568-0001,TRIAC,066-50008-0405,FAA,12,HX
00712153-0003,DIODE,066-50012-0212,FAA,1,HX
00712153-0003,DIODE,066-50012-0212,FAA,1,HX
00712154-0004,IC,066-50000-2220,FAA,8,HX
00712162-0001,XSTR,066-50000-2220,FAA,1,HX
00712162-0002,XSTR,066-50000-2220,FAA,9,HX
00712163-0001,DIODE,064-50000-0202,FAA,4,HX
00712164-0002,DIODE,066-50000-2220,FAA,19,HX
00712164-0004,DIODE,066-50000-0108,FAA,2,HX
00712164-0004,DIODE,066-50000-0108,FAA,10,HX
00712167-0001,XSTR,066-50012-0101,FAA,2,HX
00712170-0002,XSTR,066-50000-2220,FAA,2,HX
00712171-0002,XSTR,066-50000-2220,FAA,1,HX
00712173-0003,XSTR,066-50000-2220,FAA,11,HX
00712175-0002,DIODE,066-50007-0111,FAA,3,HX
00712176-0001,XSTR,066-50008-0406,FAA,5,HX
00712222-0004,DIODE,066-50000-0108,FAA,2,HX
00712230-0002,DIODE,064-50000-0110,FAA,5,HX
00712234-0001,DIODE,"064-50000-0505,064-50000-0202",FAA,1,HX
00712241-0002,XSTR,064-50000-0110,FAA,1,HX
007LG03-0080,OBRM,007LG038G,CAA Form 1,1,HX
1004740,TRIAC,3250-31,OEM COC,2,HX
1005325,HOUSING ASSEMBLY,S417N514-70,EASA,1,HX
1007167,CAPACITOR,835677,Confirm When Quote,9,HX
1007672,IC,835677,OEM COC,4,HX
1007673,IC,835677,OEM COC,4,HX
1007677,IC,835677,OEM COC,4,HX
1007678,IC,835677,OEM COC,4,HX
1007711,IC,835677,OEM COC,1,HX
1011190,"BOARD, PRINTED CIRCUIT",4041-48,EASA,8,HX
1028681,HOUSING,3214-31,EASA,10,HX
011-1683-002,KIT,,FAA,18,HX
011-2534-002,MOD KIT,980-6020-001,FAA,3,HX
011-2657-001,KIT,980-6022-001,FAA,1,HX
012-0137-020,"INSERT,SCREW THREAD BRS",,Confirm When Quote,1,HX
012-0501-010,SCREW,822-1494-101,FAA,1,HX
012-0501-240,SCREW,622-7998-013,FAA,10,HX
0122.378-214,"DISC,SAFETY",TP3100-(2A),OEM COC,4,HX
123007,"LABEL,INSTRUCTION",S1823502-03,EASA,1,HX
01250011-0001,绝缘板,,FAA,1,HX
125613,BUZZER BZ1,S1819502-02,EASA,2,HX
131641,FLOATING COLLAR,S1823502-03,EASA,1,HX
134095,FUSE,S1823502-03,EASA,5,HX
014-3002-010,Tape,622-2878-002,Confirm When Quote,1,HX
015-3831-010,CLAMP,"622-5135-202,622-5136-801",FAA,2,HX
015T1485-1,改装组件,285T0022-40,FAA,8,HX
-633999,弹性垫,4039893-903,OEM COC,2,HX
016E1589-00,"BRACKET, BEACON, MOUNT",2100-1020-00,FAA,2,HX
016E1589-00,"BRACKET, BEACON, MOUNT",2100-1020-00,FAA,2,HX
016E1589-00,"BRACKET, BEACON, MOUNT",2100-1020-00,FAA,1,HX
01716058-0013,MIXER,066-50013-0101,FAA,2,HX
01716073-0001,MODULE,,FAA,1,HX
186,SWITCH,8202-16-0000-11,EASA,1,HX
019-02209-0000,TRANSFORMER,,FAA,1,HX
019-02359-0000,TRANSFORMER,,FAA,1,HX
019-03082-0000,线圈,,FAA,1,HX
019-03351-0000,TRANSFORMER,,FAA,1,HX
019-03357-0000,BALUN,,FAA,1,HX
019-07080-0000,XFMR PWR,066-1093-30,FAA,1,HX
019-07245-0000,TRANSFORMER,066-01127-1402,FAA,1,HX
019-07245-0000,TRANSFORMER,066-01127-1402,FAA,4,HX
019-07245-0000,TRANSFORMER,066-01127-1402,FAA,1,HX
019-07246-0000,TRANSIFORMER,071-01503-2601,FAA,1,HX
019-08079-0000,TRANSFORMER,622-7878-201,FAA,1,HX
01917718-0002,TRANSFOR,066-50001-1001,FAA,1,HX
01917731-0003,TRANSIFORMER,066-50001-1001,FAA,1,HX
01917809-1201,INDUCTOR,066-50014-0101,FAA,1,HX
01P65373,SLEEVE,01N65920,Confirm When Quote,2,HX
020-003-183,CORD,285N0412-9,FAA,1,HX
020-003-183,CORD,285N0412-9,FAA,2,HX
231506180,DIODE,350E053020909,EASA,17,HX
02316-0183-0005,IC,2313M347-4,OEM COC,1,HX
02350001-0501,METER,066-50002-8103,FAA,1,HX
024-0799-030,转动器(无感螺刀),066-50000-2220,FAA,7,HX
0246.379-249,TAPPET,TP3100-(2A),OEM COC,4,HX
024E4982-00,Cable,2100-4045-00,FAA,2,HX
02F2106,RESISTOR,,OEM COC,20,HX
030-00192-0000,CONNECTOR,064-1017-02,FAA,1,HX
030-01218-0000,BNC,064-1017-01,FAA,2,HX
030-01219-0000,COUPLING,064-1017-01,FAA,4,HX
030-02179-0000,CONNECTOR,066-03046-0000,FAA,1,HX
030-02364-0000,联接器,,FAA,1,HX
030-03010-0014,ZEBRA ST,071-01477-0001,FAA,2,HX
030-9081-003,PIN,1151952-14,FAA,2,HX
031-00343-0002,开关,,Confirm When Quote,1,HX
031-00744-0001,SWITCH,071-01477-0014,FAA,1,HX
031-00744-0001,SWITCH,071-01477-0014,FAA,2,HX
031-1352-003,pin conn,066-50008-0409,FAA,10,HX
036-00023-0000,FUSE,622-4096-001,Confirm When Quote,1,HX
036-00058-0003,FUSE,066-1093-10,FAA,2,HX
036-00058-0003,FUSE,066-1093-10,FAA,2,HX
036-00058-0007,FUSE,064-1023-06,FAA,3,HX
036-00058-0007,FUSE,064-1023-06,FAA,2,HX
036756-1,CAP,393026-096,Confirm When Quote,2,HX
036756-1,CAP,393026-096,Confirm When Quote,1,HX
037-00060-0001,显示块,066-1067-00,Confirm When Quote,2,HX
037-05087-0000,DISPLAY,071-1282-64,FAA,1,HX
0385.336-227,SOCKET,TP3100-(2A),OEM COC,2,HX
0407-126,螺丝,,Confirm When Quote,92,HX
041-3689,".WASHER, FLAT, NYLON,",49-170-11,OEM COC,47,HX
042083-1,联接片,10037-1000-0153,Confirm When Quote,9,HX
042083-10,CONNECTOR,10078-0101,FAA,1,HX
-538975,NUT,,Confirm When Quote,4,HX
044-98-00012,"CHOKE ASSY,FERRITE,WB",S100-0080-00,FAA,3,HX
469701650,IC MEMORY,S800-2000-00,FAA,2,HX
04750388-0002,"BAR, SKIVING",8055515-4501,FAA,1,HX
04750390-0003,BRACKET,8055515-4501,FAA,2,HX
04750400-0002,"RETAINER,CABLE",8055515-4501,FAA,2,HX
48783,SCREW,10035-2000-03,FAA,3,HX
04B6284,RESISTOR,,OEM COC,4,HX
04N64265,COVER,01N65920,EASA,4,HX
04N64792,BELT,01N65920,OEM COC,4,HX
050-02814-0110,IC,064-1023-06,OEM COC,1,HX
050-03399-0001,MOD KIT,066-01127-1101,FAA,1,HX
0505.781-245,SPRING,TP3100-(2A),OEM COC,2,HX
0505.781-245,SPRING,TP3100-(2A),FAA,6,HX
0529.443-346,CONVERTER,0884.561-923,EASA,1,HX
054022-1,"PADDLE SWITCH, S1",10088-0102,FAA,1,HX
5441061,RESISTER,416-00318-001,OEM COC,2,HX
5441061,RESISTER,416-00318-001,OEM COC,9,HX
0557.072-258,"PLATE,IDENTIFICATION",ST3100-23-32,EASA,9,HX
0557.072-258,"PLATE,IDENTIFICATION",ST3100-23-32,EASA,7,HX
56976,DRAIN,PPA1202-00,OEM COC,2,HX
057-05764-0000,MODIFICATION PLATE,066-50007-0101,OEM COC,1,HX
0571.067-246,SPRING,TP3100-(2A),FAA,2,HX
0571.121.248,WHEEL,,FAA,4,HX
0571.121-248,WHEEL,,JAA FORM1,5,HX
0571.776-308,POTENTIOMETER,GK415,EASA,2,HX
05726300-0001,SOFTWARE PLATE,066-50000-2220,FAA,3,HX
05726320-0001,"Label, Software",066-50008-0404,FAA,2,HX
057-26320-0001,LABEL,,FAA,4,HX
05726320-0006,NAMEPLATE LABEL,066-50008-0301,FAA,2,HX
05750000-0010,TAG,,FAA,4,HX
057-50024-0003,LABEL,"63600-050-2,066-50008-0405",FAA,14,HX
057-50024-0004,LABEL,066-50008-0409,FAA,6,HX
0576.451-351,HEAD,TP3100-(2A),OEM COC,4,HX
0577.588-276,"CABLE,COILED PEPPERDUST",ST3100-26-18,Confirm When Quote,1,HX
058045-4,GLASS,10088-0102,FAA,1,HX
058202-01,O-RING,10037-0770,FAA,6,HX
05ADB2512D,SCREW,M83/P1801A,EASA,28,HX
05F9277,DIODE,,Confirm When Quote,49,HX
0626.198-251,KNOB,,FAA,1,HX
0626.236-251,KNOB,TP3100-(2A),FAA,11,HX
0641-10-2059B,"CONTACT,ELECTRICAL",1X2005097-00,OEM COC,9,HX
064-50000-0110,VHF TRANSCEIVER,064-50000-0110,EASA,1,HX
066-01127-1101,ATC,066-01127-1101,FAA,1,HX
066-01127-1602,TRANSPONDER-ATC,066-01127-1602,FAA,1,HX
0664-639,CONNECTOR,,Confirm When Quote,1,HX
066-50007-0531,XVCR,066-50007-0531,FAA,1,HX
066-50008-0406,雷达收发机,066-50008-0406,FAA,1,HX
071-20082-0070,software diskette,066-50000-2220,OEM COC,1,HX
0721.409-250,KNOB,,JAA FORM1,1,HX
076-01244-0001,垫片,064-1017-01,FAA,2,HX
076-01761-0004,CONNECTOR,071-01503-2601,FAA,1,HX
076-01762-0003,KNOB GRY,071-01503-2601,FAA,1,HX
076-02132-0003,KNOB,071-01503-2601,FAA,1,HX
07650004-0002,PIVOT,066-50000-2220,FAA,1,HX
07650030-0001,BUSHING,066-50000-2220,FAA,1,HX
07650030-0001,BUSHING,066-50000-2220,FAA,3,HX
07650044-0501,ASSEMBLY,8055515-4501,FAA,1,HX
0766.496-203,SCREW,HC3100-23-10,EASA,6,HX
0805 825K,RESISTOR,964-0452-001,Confirm When Quote,9,HX
-395159,螺丝,,Confirm When Quote,6,HX
0825.247-245,SPRING,ST3100-23-24,EASA,5,HX
0826.383-245,"SPRING,PRESSURE",,EASA,4,HX
0826-383-245,SPRING,HC3100-23-10,EASA,82,HX
8.321E+13,"STOP PIN,SCREWED",K217ABM11,EASA,1,HX
8.3211E+13,LEVER,K217ABM11,EASA,2,HX
8.3211E+13,BARO KNOB,K217ABM11,EASA,1,HX
8.3211E+13,SPD KNOB,K217ABM11,EASA,1,HX
8.3211E+13,KNOB,K217ABM11,EASA,2,HX
8.3211E+13,ND KNOB,K217BBM11,EASA,2,HX
8.3211E+13,SWITCH,K217ABM11,EASA,3,HX
8.3211E+13,ENCODER,K217ABM11,EASA,1,HX
8.3211E+13,ENCODER,K217ABM11,EASA,1,HX
8.32152E+13,BUTTON（按键开关帽）,K217ABM11,EASA,1,HX
0843.369-258,PLATE,ST3100-23-10,EASA,5,HX
0843.814-241,DETENT,HC3100-23-10,EASA,4,HX
0845.612-283,CASE BASE,HC3100-23-10,EASA,1,HX
0845.612-283,CASE BASE,HC3100-23-10,EASA,1,HX
086-4501-000,HOUSING,285A1600-6,Confirm When Quote,58,HX
0870.341-302,TRANSISTOR,0940.436-923,EASA,1,HX
087514-101,RETAINER,285N0412-3,FAA,2,HX
088-00548-0000,透镜,064-1016-00,FAA,3,HX
088-00943-0001,088-00943-0001,,FAA,2,HX
0883.158-391,BATTERY,0940.436-923,OEM COC,1,HX
0888.672-373,SWITCH BOARD,GK415,EASA,2,HX
089-02344-0003,螺母,064-1017-01,FAA,1,HX
089-06004-0004,"SCREW, FLAT HEAD",8055515-4501,FAA,2,HX
089-06008-0004,SCREW,8055515-4501,FAA,10,HX
089-06008-0004,SCREW,8055515-4501,FAA,2,HX
089-06008-0004,SCREW,8055515-4501,FAA,3,HX
089-06200-0004,SCREW,071-01503-2601,FAA,2,HX
089-06200-0004,SCREW,071-01503-2601,FAA,2,HX
089-06204-0004,SCREW,071-01503-2601,FAA,2,HX
089-06298-0003,螺丝,064-1016-00,FAA,11,HX
089-06494-0008,螺丝,,FAA,4,HX
089-08014-0037,WASHER,066-1077-00,FAA,2,HX
089-08024-0030,WASHER,2041444-0403,FAA,21,HX
089-08111-0034,WASHER,2041217-0416,FAA,10,HX
089-08111-0034,WASHER,2041217-0416,FAA,13,HX
089-08231-00,WASHER,066-1067-00,Confirm When Quote,14,HX
089-08506-0008,WASHER,,FAA,2,HX
089-2687-0021,NUT,,FAA,2,HX
090-0265-00,PIN,066-1067-00,Confirm When Quote,17,HX
0901.402-350,Handheld microphone,0940.436-923,OEM COC,1,HX
091-00286-0009,INSUL,8055515-4501,FAA,2,HX
0919-141,SCREW,4086850-922,FAA,15,HX
0919-141,SCREW,4086850-922,FAA,4,HX
0919-141,SCREW,4086850-922,FAA,4,HX
0919-18,SCREW,4091900-932,FAA,9,HX
71468,元件组件,,Confirm When Quote,1,HX
80964,元件组件,,Confirm When Quote,1,HX
90826,伺服组件,,Confirm When Quote,1,HX
093382-000,"Wrench, Vent Valve",-52533,FAA,1,HX
096-01048-0000,CAP,066-1093-30,FAA,2,HX
096-01082-0002,CAP,064-1016-03,FAA,1,HX
096-01184-0000,"CAP, TANTALUM",066-50000-2220,FAA,4,HX
096-01184-0000,"CAP, TANTALUM",066-50000-2220,FAA,1,HX
096-01184-0001,"CAP, TANTALUM",066-50000-2220,FAA,1,HX
096-05004-0001,CAPACITOR,066-1093-30,FAA,1,HX
096-05004-0001,CAPACITOR,066-1093-30,FAA,5,HX
096-05005-0000,CAP,066-1093-30,FAA,1,HX
096-05005-0000,CAP,066-1093-30,FAA,2,HX
096-05006-0000,CAPACITOR,066-1093-30,FAA,8,HX
096-05006-0001,CAPACITOR,066-1093-30,FAA,3,HX
09610292-0005,"CAP, TANTALUM",066-50000-2220,FAA,2,HX
097-00068-0025,CAP,066-1055-71,FAA,1,HX
097-00071-0001,CAP,066-1093-30,FAA,2,HX
097-00071-0001,CAP,066-1093-30,FAA,2,HX
097-00075-0028,CAP,066-1093-30,FAA,4,HX
097-00081-0059,CAPACITOR,066-50007-0111,FAA,2,HX
097-00109-0007,CAP,071-01503-2601,FAA,2,HX
097-00134-0003,CAP,2041222-0401,FAA,2,HX
097-00134-0005,CAPACITOR,066-50000-0108,FAA,7,HX
097-00134-0008,CAPACITOR,2041167-3706,FAA,33,HX
097-00134-0009,CAPACITOR,2041230-3521,FAA,1,HX
097-00134-0022,CAP,2041222-2456,FAA,2,HX
097-00134-0022,CAP,2041222-2456,FAA,4,HX
097-00134-0027,CAPACITOR,066-50000-2220,FAA,1,HX
097-00134-0027,CAPACITOR,066-50000-2220,FAA,5,HX
097-00208-0002,CAPACITOR,"066-01127-1101,066-01127-1402",FAA,1,HX
097-00208-0003,CAPACITOR,066-01127-1402,FAA,3,HX
097-00208-0004,CAP,066-01127-1101,FAA,2,HX
097-00208-0005,CAPACITOR,066-01127-1101,FAA,2,HX
097-00211-0000,CAPACITOR,"066-01127-1402,066-01127-1301",FAA,3,HX
097-0074-03,CAP,622-2224-003,Confirm When Quote,3,HX
09710370-0001,CAPACITOR,066-50000-0108,FAA,1,HX
09710384-0008,CAP,064-50002-0101,FAA,2,HX
0L7152AS15,LAMP,"212EDP1-1,ACP2788AB05",Confirm When Quote,5,HX
1.5KE16CA,DIODE,C202163392E34,Confirm When Quote,4,HX
1.5KE47CA(RC-886),TRANSORB,64753-001-003,Confirm When Quote,1,HX
1.5KE56CA,DIODE,759D0000-02,FAA,38,HX
1.5KE6V8CP,DIODE,,FAA,41,HX
100-001-592-001,CRYSTAL OSCILLATOR,SIC5059-11-0207,EASA,2,HX
100-0025-001,RESISTOR,066-50000-2220,FAA,3,HX
100-003-629-001,"DIODE,ZENER",SIC5059-13-10,EASA,1,HX
100-004-955-017,"KEYPAD, MAIN",174101-02-03,FAA,7,HX
100-004-955-018,"KEYPAD, MAIN",,FAA,2,HX
100-004-955-026,"KEYPAD, RIGHT",174101-02-03,FAA,7,HX
100-004-955-027,"KEYPAD, LEFT",174101-02-03,FAA,7,HX
100−004−955−028,BUTTON BASE,174101-02-03,FAA,2,HX
100−004−955−029,PLUNGER,174101-02-03,FAA,2,HX
100−004−955−033,"TRANSISTOR, PHOTO",187042-002,FAA,2,HX
1-001-0203-0076,INSULATOR,1-002-0102-1830,FAA,4,HX
1-001-0301-0006,CAPACITOR,1-002-0102-1830,FAA,1,HX
1-001-0301-0007,CAPACITOR,1-002-0102-1830,FAA,2,HX
1-001-0302-0087,CAPACITOR,1-002-0102-2090,FAA,3,HX
1-001-0306-0099,CAPACITOR,1-002-0102-1830,Confirm When Quote,1,HX
1-001-0310-0004,"CAP-CERAMIC, MONOLYTHIC",1-002-0102-2090,FAA,3,HX
1-001-0317-0009,Capacitor Feedthrough,1-002-0102-1830,Confirm When Quote,2,HX
1-001-0317-0012,"capacitor,feedthrough",1-002-0102-1830,FAA,1,HX
1-001-0325-0001,CAP-FILM,1-002-0102-2090,FAA,5,HX
1-001-0402-0009,DIODE,1-002-0102-1830,FAA,3,HX
1-001-0403-0021,DIODE,1-002-0102-1830,FAA,10,HX
1-001-0405-0114,"DIODE, ZENER",1-002-0102-2090,FAA,4,HX
1-001-0409-0003,TRANSISTOR,1-002-0102-1830,FAA,9,HX
1-001-0411-0042,MICROCIRCUIT,1-002-0102-2090,FAA,8,HX
1-001-0411-0070,MICROCIRCUIT,1-002-0102-1830,FAA,1,HX
1-001-0411-0093,IC,1-002-0102-2090,FAA,2,HX
1-001-0607-0146,RESISTOR,1-002-0102-2090,FAA,5,HX
1-001-0609-0007,Thermistor,1-002-0102-1830,Confirm When Quote,1,HX
1-001-0611-0007,RESISTOR,1-002-0102-1830,FAA,2,HX
1-001-0611-0018,RESTRICTOR,1-002-0102-2090,FAA,2,HX
1-001-0705-0037,INDUCTOR,1B350-1D,FAA,1,HX
1-001-2501-0131,Amendment Label,1-002-0102-1830,Confirm When Quote,2,HX
1-001-3202-0017,"Washer,Shoulder",1-002-0102-1830,FAA,1,HX
100-150067-1,LAMP,4038170-905,FAA,10,HX
100-150067-1,LAMP,4038170-905,FAA,2,HX
100193-01-02,PC BOARD,,FAA,4,HX
100194-01-01,电源板组件,,FAA,2,HX
100195-01-01,PC BOARD,,FAA,6,HX
100223-01-01,电路板卡,67146,JAA FORM1,1,HX
100304-01-01,PC BOARD,,Confirm When Quote,1,HX
1003093-2,737DSP DIGNOSTIC SW,824392-1-002,Confirm When Quote,1,HX
100-310004-2,WASHER,4077880-962,FAA,10,HX
10035-1121-0154,MEMORY ASSY,,Confirm When Quote,1,HX
10035-2122-0102,IC,,Confirm When Quote,1,HX
10037-1102-0750,SPACER,10037-0750,FAA,2,HX
10037-1106-0751,"SUPPORT,CARD",10037-0750,FAA,3,HX
10037-1107-0751,"CLAMP, PWB",10037-0750,FAA,2,HX
10037-1142-01,INSULTOR,10037-0750,FAA,2,HX
10037-1307-0770,"SEAL,STOP",10037-0770,FAA,4,HX
10038-1129-01,WASHER,146099,FAA,1,HX
10053219-103,阐流管,HG7502BC02,Confirm When Quote,2,HX
100613-01-02,显示组件,146099,EASA,1,HX
10068359-101,POTENTIOMETER,CG1093AD01,FAA,3,HX
10074510-101,"LAMP,INCANDESCENT",CG1093AD01,FAA,1,HX
10074510-102,"LAMP,INCANDESCENT",CG1093AD01,FAA,1,HX
10074510-102,"LAMP,INCANDESCENT",CG1093AD01,FAA,1,HX
10076923-101,"LAMP,INCANDESCENT",CG1093AD01,FAA,2,HX
10076924-113,"FUSE, SUBMINATURE",CG1093AD01,FAA,4,HX
10078-1105-01,GASKET,10078-0101,EASA,1,HX
10078232-101,BLOCK， LCD LIGHTING,JG1208CA01,Confirm When Quote,1,HX
10080-0705-01,BOARD,,Confirm When Quote,1,HX
100-830001-2,POTENTIOMETER,4077880-962,FAA,3,HX
100-870017-1,LED,,Confirm When Quote,1,HX
10091113-101,CAPACITOR,DG1035AB03,FAA,8,HX
10093574-102,晶振,DG1035AB03,Confirm When Quote,1,HX
10094161-101,TRANSFORMER,,FAA,3,HX
10094286-101,IC,DG1035AB03,Confirm When Quote,5,HX
10094885-102,NUT,DG1035AB03,FAA,15,HX
10-101980-123,尾夹,,Confirm When Quote,2,HX
1012258,RESISTOR,10166N01N00,Confirm When Quote,10,HX
1013205,EEPROM,839241,OEM COC,18,HX
1013248-1,SWITCH,824392-1-002,FAA,1,HX
10155-1525,"CAP, ELECTRLYTIC",066-50008-0406,FAA,2,HX
10190-0482,CAPACITOR,2041444-0406,FAA,3,HX
10194-0211,CAP,2041237-4411,FAA,7,HX
10194-0211,CAP,2041237-4411,FAA,3,HX
10194-0211,CAP,2041237-4411,Confirm When Quote,2,HX
10194-0225,CAP,83000-05602,FAA,5,HX
10199-43132,"CAP, TANTALUM",066-50000-2220,FAA,8,HX
102-00024-0005,可变CAP,,FAA,1,HX
102-00071-0001,"CAP,CHIP",,FAA,18,HX
102-0218-101,RESTRICTOR,980-6020-001,FAA,5,HX
102-0242-001,RES,964-0453-001,Confirm When Quote,1,HX
102-0242-001,RES,964-0453-001,Confirm When Quote,2,HX
10205-0215,CAP,2041234-3401,Confirm When Quote,4,HX
10205-0247,CAPACITOR,2041234-3434,FAA,5,HX
10210-0021,TRANSISTOR,2067631-5154,Confirm When Quote,1,HX
10210372-0001,"CAP,VARIABLE",066-50000-2220,FAA,1,HX
10210372-0003,CAP,066-50000-2220,FAA,2,HX
10210372-0009,"CAP, VARIABLE",066-50000-0108,FAA,10,HX
10210372-0010,"CAP, VARIABLE",066-50012-0101,FAA,1,HX
10219-0127,"CAP, MYLAR",2041213-0413,FAA,1,HX
10-242997-014,O-RING,779795,EASA,1,HX
10246-0059,贴片CAP,2041237-4411,FAA,5,HX
10246-0059,贴片CAP,2041237-4411,FAA,6,HX
10246-0059,贴片CAP,2041237-4411,Confirm When Quote,2,HX
10246-0080,CAP,2041237-4429,FAA,4,HX
10249-0131,CAPACITOR,8055515-4501,FAA,2,HX
10249-0154,CAP,2041237-4411,FAA,7,HX
10251-0059,CAPACITOR,066-50001-1001,FAA,6,HX
